"","exptID","taxon","shellID","source","pocket","dateM1","dateM2","mass1","mass2","shape","xDim","yDim","zDim","calcX1","calcX2","polymorph","mag","notes","exclude","cMass","pMass","cTime1","cTime2","cDuration","cSize","finalSA","calcX","massSA","volume","densityMV","rootMass","deviation","deviationStan","poros","tFont","tPoint","tAbrev","tColor","tLine","cTotal","percentTotal","SATotal","percentSATotal","perMassSA"
"58",1.2,"Saccostrea","1.2.5.3",NA,NA,NA,NA,619,590.45,NA,12.47,10.6,3.05,NA,NA,"Calcite",0,"",0,28.55,0.0461227786752826,NA,NA,NA,7.38738476385915,405.091,NA,0.0704779913649031,403.1551,1.53538923357289,8.52243209752116,4.21087174538028,0.570008450890615,0.433644694366328,3,"S","Sacco","#FF00BF",8,632.63,4.51290643820243,16287.003701304,2.48720395371167,1.81444968815998
"59",1.2,"Calcite","1.2.2.2",NA,NA,NA,NA,1946.05,1932.7,NA,10.77,8.7,9.85,NA,NA,"Calcite",0.01,"",0,13.3499999999999,0.00686004984455688,NA,NA,NA,9.73622037671505,570.957,NA,0.0233817958270061,922.93515,2.10854467943929,12.4848884052048,0.727926541094982,0.0747647971111949,0.222226234068872,3,"C","Calci","#80FF00",3,632.63,2.110238211909,16287.003701304,3.5055987612644,0.60196227680885
"60",1.2,"Pecten","1.2.4.1",NA,NA,NA,NA,721.77,693.82,NA,17.94,16.03,0.75,21.532,21.154,"Calcite",0.01,"",0,27.9499999999999,0.038724247336409,NA,NA,NA,5.99706940216577,740.31608,21.343,0.0377541441488073,256.5962175,2.81286297604913,8.97014800733649,10.2086435326114,1.70227203455819,-0.0375739491143972,3,"P","Pecte","#8000FF",7,632.63,4.41806427137504,16287.003701304,4.54544060759762,0.971977120103676
"61",1.2,"Pecten","1.2.4.4",NA,NA,NA,NA,1040.81,1008.61,NA,19.22,16.7,1.58,22.913,23.168,"Calcite",0.01,"",0,32.1999999999999,0.0309374429530846,NA,NA,NA,7.97460132374149,895.13268,23.0405,0.0359723208854356,607.946633,1.71200882364291,10.1342236733091,10.0619662254195,1.26175163082619,0.368495454207704,3,"P","Pecte","#8000FF",7,632.63,5.08986295306892,16287.003701304,5.49599359351979,0.926104236924561
"62",1.2,"Pecten","1.2.4.5",NA,NA,NA,NA,1082.34,1050.58,NA,20.74,21.43,0.95,25.844,25.327,"Calcite",0.01,"",0,31.76,0.0293438291110002,NA,NA,NA,7.5021344443472,1185.92398,25.5855,0.0267808059670064,520.88240175,2.07789703849406,10.2672602306702,12.8544551852176,1.71343972579741,0.233531155111006,3,"P","Pecte","#8000FF",7,632.63,5.02031203072887,16287.003701304,7.28141284762556,0.689469493872466
"63",1.2,"Pecten","1.2.4.2",NA,NA,NA,NA,1343.31,1315.01,NA,22.56,20.85,1.28,24.703,23.973,"Calcite",0.01,"",0,28.3,0.0210673634529632,NA,NA,NA,8.44406772916772,1130.57588,24.338,0.0250314910309248,649.532544,2.06811808339506,11.0338078329556,11.8213107569441,1.39995451672073,0.237138294579467,3,"P","Pecte","#8000FF",7,632.63,4.47338886869102,16287.003701304,6.94158299914601,0.644433534719871
"64",1.2,"Saccostrea","1.2.5.5",NA,NA,NA,NA,398.23,381.32,NA,11.57,9.42,2.32,NA,NA,"Calcite",0,"",0,16.91,0.0424628983250886,NA,NA,NA,6.32349843695408,315.3724,NA,0.0536191499319535,252.855408,1.57493170958796,7.35717903469366,4.11550052101531,0.650826526178075,0.419058757068257,3,"S","Sacco","#FF00BF",8,632.63,2.67296840175142,16287.003701304,1.9363438836497,1.38042029844064
"65",1.2,"Calcite","1.2.2.5",NA,NA,NA,NA,625.56,616.63,NA,6.73,5.7,5.69,NA,NA,"Calcite",0.01,"",0,8.92999999999995,0.0142752094123664,NA,NA,NA,6.02098292283943,218.1754,NA,0.0409303707017379,218.27409,2.86593795901291,8.55243253517879,0.453660974279811,0.0753466635088659,-0.0571515894551491,3,"C","Calci","#80FF00",3,632.63,1.41156758294737,16287.003701304,1.33956744899942,1.05374879331513
"66",1.3,"Calcite","1.3.2.6",NA,NA,NA,NA,260.22,254.05,NA,6.35,4.25,3.86,NA,NA,"Calcite",0.01,"",0,6.17000000000002,0.023710706325417,NA,NA,NA,4.70525668075718,135.807,NA,0.0454321205828861,104.17175,2.49799009808321,6.38430398487176,0.98175222691906,0.208650089363685,0.0785724462990728,3,"C","Calci","#80FF00",3,543.64,1.13494224118903,12109.2765818434,1.12151208275834,1.01197504568801
"67",1.3,"Aragonite","1.3.1.1",NA,NA,NA,NA,1083.86,1065.79,NA,8.46,3.79,12.53,NA,NA,"Aragonite",NA,"",0,18.0699999999999,0.0166718948941745,NA,NA,NA,7.37881940706786,371.1118,NA,0.0486915263809988,401.754402,2.69781735957183,10.2720643081412,3.27372686431071,0.443665400074021,0.0467076467944062,3,"A","Arago","#FFBF00",2,543.64,3.3238908100949,12109.2765818434,3.06469009516591,1.08457648469509
"68",1.3,"Pecten","1.3.4.5",NA,NA,NA,NA,657.97,625.08,NA,19.3,13.36,1.14,21.565,22.225,"Calcite",0.01,"",0,32.89,0.0499870814778789,NA,NA,NA,6.64899805885751,665.4158,21.895,0.0494277412709467,333.469608,1.97310334799686,8.69765207262003,9.15533398038083,1.3769494139323,0.272186149761395,3,"P","Pecte","#8000FF",7,543.64,6.04995953204327,12109.2765818434,5.49509126744798,1.10097525911576
"69",1.3,"Anadara","1.3.6.6",NA,NA,NA,NA,844.74,831.59,NA,15.11,9.21,2.46,18.26,18.069,"Mixed",NA,"calcx is x",0,13.15,0.0155669199990529,NA,NA,NA,6.99551567208873,441.140685,18.1645,0.0298090846007549,342.341226,2.46753804638183,9.45310219810997,4.95482810930376,0.708286328207787,0.128078428840343,1,"A","Anada","#FF0000",1,543.64,2.41888014126996,12109.2765818434,3.64299784564707,0.663980667504435
"70",1.3,"Anadara","1.3.6.5",NA,NA,NA,NA,1318.74,1280.96,NA,16.52,15.72,2.56,17.145,19.884,"Mixed",NA,"calcx is x",0,37.78,0.0286485584724813,NA,NA,NA,8.72772090627682,726.02298,18.5145,0.0520369203740631,664.817664,1.98361155458108,10.9661216622735,6.98409303124106,0.800219565478798,0.299077189193966,1,"A","Anada","#FF0000",1,543.64,6.94945184313149,12109.2765818434,5.9955933378266,1.15909326259453
"71",1.3,"Aragonite","1.3.1.6",NA,NA,NA,NA,430.1,413.24,NA,6.48,2.83,9.66,NA,NA,"Aragonite",NA,"",0,16.86,0.0392001860032551,NA,NA,NA,5.61624686620275,216.546,NA,0.0778587459477433,177.148944,2.42790044517567,7.5484273729919,2.56458437793242,0.456636689773286,0.142084648347819,3,"A","Arago","#FFBF00",2,543.64,3.1013170480465,12109.2765818434,1.78826537272002,1.73425996798746
"72",1.3,"Calcite","1.3.2.1",NA,NA,NA,NA,467.4,457.15,NA,8.53,7.76,3.11,NA,NA,"Calcite",0.01,"",0,10.25,0.0219298245614035,NA,NA,NA,5.90459861721622,233.7094,NA,0.0438578850486972,205.859608,2.27047940361375,7.76061673633012,2.42513379426126,0.410719500422979,0.162493764804962,3,"C","Calci","#80FF00",3,543.64,1.88543889338533,12109.2765818434,1.93000298919939,0.97690983067723
"73",1.3,"Saccostrea","1.3.5.3",NA,NA,NA,NA,725.09,702.71,NA,12.81,9.75,2.75,NA,NA,"Calcite",0,"",0,22.38,0.0308651339833676,NA,NA,NA,7.00318307616529,373.875,NA,0.0598595787362086,343.468125,2.11108381600185,8.98388061173692,4.26893897461157,0.609571237562034,0.221289628918536,3,"S","Sacco","#FF00BF",8,543.64,4.11669487160621,12109.2765818434,3.08750896449575,1.33333859721393
"74",1.3,"Pecten","1.3.4.6",NA,NA,NA,NA,614,591.55,NA,18.95,11.55,1.24,21.7,21.343,"Calcite",0.01,"",0,22.45,0.0365635179153095,NA,NA,NA,6.47447106883241,579.16397,21.5215,0.0387627704119786,308.230923,1.99201298177341,8.49942325959926,8.45234297705586,1.30548779772061,0.265210998976979,3,"P","Pecte","#8000FF",7,543.64,4.1295710396586,12109.2765818434,4.78281230167288,0.863419005218792
"75",1.3,"Pecten","1.3.4.1",NA,NA,NA,NA,1000.42,976.4,NA,20.1,20.69,1.06,23.546,24.658,"Calcite",0.01,"",0,24.02,0.0240099158353491,NA,NA,NA,7.61063343031695,1092.2998,24.102,0.021990299732729,528.5906028,1.89261783070049,10.0013998040457,12.0404555232277,1.58205695143121,0.301874647473077,3,"P","Pecte","#8000FF",7,543.64,4.41836509454786,12109.2765818434,9.0203555317069,0.489821612797538
"76",1.3,"Anadara","1.3.6.1",NA,NA,NA,NA,1139.42,1121.74,NA,13.68,10.67,2.94,17.354,17.349,"Mixed",NA,"calcx is x",0,17.6800000000001,0.0155166663741202,NA,NA,NA,7.54280040541738,495.872525,17.3515,0.0356543246674134,429.138864,2.65513123043547,10.4446673493329,4.62239986486088,0.612822773560465,0.0617910846517772,1,"A","Anada","#FF0000",1,543.64,3.25215215951735,12109.2765818434,4.09498058491379,0.794180116872474
"77",1.3,"Anadara","1.3.6.3",NA,NA,NA,NA,809.78,794.03,NA,13.7,10.08,2.77,16.741,15.489,"Mixed",NA,"calcx is x",0,15.75,0.0194497270863691,NA,NA,NA,7.25916981605233,445.6555,16.115,0.0353411996486075,382.52592,2.11692844239156,9.32085350175101,4.58361006131589,0.6314234516432,0.251968748271532,1,"A","Anada","#FF0000",1,543.64,2.89713781178721,12109.2765818434,3.68028178221822,0.787205432416922
"78",1.3,"Calcite","1.3.2.4",NA,NA,NA,NA,313.42,303.63,NA,8.66,5.79,2.78,NA,NA,"Calcite",0.01,"remeasured",0,9.79000000000002,0.0312360410950163,NA,NA,NA,5.18497998043792,180.6248,NA,0.0542007520561962,139.393092,2.24846149477766,6.79269688831121,2.16167333985403,0.416910643437326,0.170615457477808,3,"C","Calci","#80FF00",3,543.64,1.80082407475536,12109.2765818434,1.49162337468473,1.20729140164888
"79",1.3,"Pecten","1.3.4.2",NA,NA,NA,NA,1421.55,1396.4,NA,19.69,18.93,1.67,22.137,24.551,"Calcite",0.01,"",0,25.1499999999999,0.0176919559635608,NA,NA,NA,8.53829063645621,1024.999,23.344,0.0245366093040089,737.9762064,1.92628161676731,11.2439967971525,10.6885697878479,1.25183953591491,0.289457168289446,3,"P","Pecte","#8000FF",7,543.64,4.62622323596496,12109.2765818434,8.46457666626327,0.546539232659254
"80",1.3,"Aragonite","1.3.1.4",NA,NA,NA,NA,1332.56,1307.55,NA,9.39,6.84,7.97,NA,NA,"Aragonite",NA,"",0,25.01,0.0187683856636849,NA,NA,NA,7.99944773270932,387.1614,NA,0.0645983819667973,511.893972,2.60319533514647,11.0042958427823,0.859815910903105,0.107484408878298,0.0801429911143201,3,"A","Arago","#FFBF00",2,543.64,4.6004708998602,12109.2765818434,3.19722980463183,1.43889278562195
"81",1.3,"Saccostrea","1.3.5.4",NA,NA,NA,NA,1084.29,1036.24,NA,16.5,12.11,3.99,NA,NA,"Calcite",0,"",0,48.05,0.0443147128535723,NA,NA,NA,9.27257442208986,627.9378,NA,0.0765203177766969,797.26185,1.36001741460475,10.273422541266,5.11580852597005,0.551713935429061,0.498333672222519,3,"S","Sacco","#FF00BF",8,543.64,8.83856964167464,12109.2765818434,5.18559301008557,1.70444722994734
"82",1.3,"Anadara","1.3.6.4",NA,NA,NA,NA,1605.21,1569.12,NA,15.13,12.76,3.17,18.943,17.661,"Mixed",NA,"calcx is x",0,36.0900000000001,0.0224830396022951,NA,NA,NA,8.49016808282462,623.5254,18.302,0.0578805610805913,611.996396,2.62290760287418,11.7087523085873,5.40994397239179,0.637201044739734,0.073177525486154,1,"A","Anada","#FF0000",1,543.64,6.63858435729529,12109.2765818434,5.14915483006566,1.28925708711125
"83",1.3,"Calcite","1.3.2.3",NA,NA,NA,NA,344.07,337.91,NA,5.38,4.97,5.02,NA,NA,"Calcite",0.01,"",0,6.15999999999997,0.0179033336239718,NA,NA,NA,5.12012771287877,157.3912,NA,0.0391381474949042,134.227772,2.56332944273261,7.00727135571871,0.170042570959589,0.0332106112376606,0.0544708805855361,3,"C","Calci","#80FF00",3,543.64,1.1331027886101,12109.2765818434,1.29975724756334,0.871780319543774
"84",1.3,"Aragonite","1.3.1.5",NA,NA,NA,NA,827.3,806.25,NA,9.87,7,4.66,NA,NA,"Aragonite",NA,"",0,21.05,0.0254442161247431,NA,NA,NA,6.85383591784607,295.4084,NA,0.0712572831375139,321.9594,2.56957864873646,9.38759492351724,1.78538802738464,0.260494714023695,0.0920216788917119,3,"A","Arago","#FFBF00",2,543.64,3.87204767861085,12109.2765818434,2.43952145285817,1.58721608046296
"85",1.3,"Calcite","1.3.2.2",NA,NA,NA,NA,294.57,288.16,NA,6.43,4.92,3.99,NA,NA,"Calcite",0.01,"",0,6.40999999999997,0.0217605323013205,NA,NA,NA,5.01629409613896,153.8442,NA,0.04166552915222,126.226044,2.33367053791213,6.65369421815434,0.845431365379654,0.168537041325065,0.139184604237503,3,"C","Calci","#80FF00",3,543.64,1.17908910308292,12109.2765818434,1.27046565465912,0.928076330720867
"86",1.3,"Aragonite","1.3.1.2",NA,NA,NA,NA,896.67,885.1,NA,7.13,5,9.62,NA,NA,"Aragonite",NA,"",0,11.5699999999999,0.0129032977572573,NA,NA,NA,6.99968025750403,304.6812,NA,0.0379741185212607,342.953,2.61455651357475,9.64297142721696,1.58343991416532,0.226216035006427,0.0761284404329517,3,"A","Arago","#FFBF00",2,543.64,2.12824663380176,12109.2765818434,2.5160974558698,0.845852225968742
"87",1.3,"Pecten","1.3.4.3",NA,NA,NA,NA,942.68,912.48,NA,21.34,16.8,1.3,24.911,24.356,"Calcite",0.01,"",0,30.1999999999999,0.0320363219756438,NA,NA,NA,7.75322432606591,935.4127,24.6335,0.0322852148575703,537.99564,1.75220750859617,9.80516179551908,10.7934252246447,1.39212084814285,0.353667462708902,3,"P","Pecte","#8000FF",7,543.64,5.55514678831578,12109.2765818434,7.72476120830003,0.719135082434255
"88",1.3,"Saccostrea","1.3.5.1",NA,NA,NA,NA,757.57,728.25,NA,17.8,7.22,2.99,NA,NA,"Calcite",0,"",0,29.3200000000001,0.0387026941404755,NA,NA,NA,7.27014036801683,406.6516,NA,0.072101031939872,384.26284,1.97148909845147,9.11606869905676,4.95338012267228,0.681332116290827,0.272781594079134,3,"S","Sacco","#FF00BF",8,543.64,5.39327496137152,12109.2765818434,3.35818244179616,1.60601011256758
"89",1.3,"Anadara","1.3.6.2",NA,NA,NA,NA,625.89,613.6,NA,7.95,12.4,3.37,9.116,9.98,"Mixed",NA,"calcx is y, swapped",0,12.29,0.0196360382814871,NA,NA,NA,6.92584718573113,364.90472,9.548,0.0336800247472819,332.2146,1.88399305749958,8.55393615145935,3.35138427142296,0.483895208997333,0.334278071554919,1,"A","Anada","#FF0000",1,543.64,2.26068721948348,12109.2765818434,3.0134312114659,0.750203691685984
"90",1.3,"Centrostephanus","1.3.3.1",NA,NA,NA,NA,227.94,205.38,NA,61.44,2.58,2.49,NA,NA,"Calcite",0.08,"",0,22.56,0.0989734140563306,NA,NA,NA,7.33539356622945,480.717101843408,NA,0.0469298885217294,103.332963968981,2.20587885264207,6.10857881001681,21.2351311887431,2.89488641570713,0.186322813485036,3,"C","Centr","#00FF40",4,543.64,4.14980501802664,12109.2765818434,3.96982510552441,1.04533698783147
"91",1.3,"Aragonite","1.3.1.3",NA,NA,NA,NA,1412.46,1389.92,NA,8.63,4.91,11.25,NA,NA,"Aragonite",NA,"",0,22.54,0.015957974031123,NA,NA,NA,7.81174881310758,389.3966,NA,0.0578844293966613,476.699625,2.9629979255805,11.2199792196513,2.38608372896414,0.30544808672809,-0.0469957334206696,3,"A","Arago","#FFBF00",2,543.64,4.14612611286881,12109.2765818434,3.21568838045915,1.2893432516856
"92",2.1,"Anadara","2.1.5.5",NA,NA,NA,NA,688.8,669.76,NA,7.74,11.2,3.63,9.194,10.116,"Mixed",NA,"calcx is y, swapped",0,19.04,0.0276422764227642,NA,NA,NA,6.80176885932565,346.2313,9.655,0.0549921396476863,314.67744,2.18890810856984,8.8314303087696,2.83607704689145,0.416961691222867,0.226534237254473,1,"A","Anada","#FF0000",1,588.41,3.23583895583012,14132.9819887697,2.44981066469286,1.32085266933713
"93",2.1,"Pecten","2.1.3.6",NA,NA,NA,NA,982.2,941.16,NA,21.4,16.22,1.2,23.546,24.268,"Calcite",0.01,"",0,41.0400000000001,0.041783750763592,NA,NA,NA,7.46818881949181,871.84788,23.907,0.0470724319476467,465.325848,2.1107789395787,9.94031109903523,10.4862703935027,1.4041249688457,0.221402087945886,3,"P","Pecte","#8000FF",7,588.41,6.97472850563384,14132.9819887697,6.16888835415474,1.13062971887575
"94",2.1,"Anadara","2.1.5.11",NA,NA,NA,NA,538.15,530.43,NA,9.41,9.04,2.21,10.245,11.082,"Mixed",NA,"calcx is x",0,7.72000000000003,0.0143454427204312,NA,NA,NA,5.72862124398574,181.46444,10.6635,0.0425427703631633,187.996744,2.86254957692246,8.13394281616163,3.50379291867142,0.611629355379345,-0.0115016172870883,1,"A","Anada","#FF0000",1,588.41,1.31201033293112,14132.9819887697,1.28397842821985,1.02183206827714
"95",2.1,"Anadara","2.1.5.4",NA,NA,NA,NA,920.17,894.3,NA,11.59,11.29,3.22,13.679,12.613,"Mixed",NA,"calcx is x",0,25.87,0.0281143701707293,NA,NA,NA,7.49683150308696,436.63728,13.146,0.0592482620815154,421.340542,2.18391041989973,9.72648728362882,4.05438949897101,0.540813742085779,0.228300204982428,1,"A","Anada","#FF0000",1,588.41,4.39659421151918,14132.9819887697,3.08949151953183,1.42308020064914
"96",2.1,"Anadara","2.1.5.3",NA,NA,NA,NA,518.97,500.86,NA,12.11,9.22,2.15,14.084,12.987,"Mixed",NA,"calcx is x",0,18.11,0.0348960440873268,NA,NA,NA,6.21495289541954,334.30016,13.5355,0.0541728726662889,240.05653,2.16186579052859,8.03613858782487,4.32168236819349,0.695368483223517,0.236089826668343,1,"A","Anada","#FF0000",1,588.41,3.07778589758842,14132.9819887697,2.3653901226623,1.30117474834312
"97",2.1,"Pecten","2.1.3.4",NA,NA,NA,NA,1432.07,1402.11,NA,21.72,19.95,1.42,25.09,24.121,"Calcite",0.01,"",0,29.96,0.0209207650464014,NA,NA,NA,8.50544463167815,1108.29707,24.6055,0.0270324634170512,697.0492095,2.05447474938999,11.2716652461777,11.5433517894406,1.35717205734876,0.242170878129847,3,"P","Pecte","#8000FF",7,588.41,5.09168776873269,14132.9819887697,7.84191949639979,0.649291002167297
"98",2.1,"Calcite","2.1.2.4",NA,NA,NA,NA,591.71,584.85,NA,9.43,6.7,4.05,NA,NA,"Calcite",0.01,"",0,6.86000000000001,0.0115935170945227,NA,NA,NA,6.34863715146545,257.015,NA,0.0266910491605549,255.88305,2.31242358569667,8.39530160532843,1.91045428284485,0.300923526934259,0.147021916010082,3,"C","Calci","#80FF00",3,588.41,1.16585374143879,14132.9819887697,1.8185475662831,0.641090595073992
"99",2.1,"Saccostrea","2.1.4.7",NA,NA,NA,NA,494.88,485.61,NA,10.82,8.46,3.96,NA,NA,"Calcite",0,"",0,9.26999999999998,0.0187318137730359,NA,NA,NA,7.13013254561294,183.0744,NA,0.0506351516104927,362.487312,1.36523399196935,7.90982061272107,2.72995581812902,0.382875886340812,0.496409445972205,3,"S","Sacco","#FF00BF",8,588.41,1.57543209666729,14132.9819887697,1.29536993781973,1.2162024535778
"100",2.1,"Centrostephanus","2.1.6.5",NA,NA,NA,NA,225.04,206.35,NA,60.74,2.6,2.59,NA,NA,"Calcite",0.08,"",0,18.69,0.0830519018841095,NA,NA,NA,7.42305422756432,494.336989145392,NA,0.0378082166829377,107.082012883674,2.1015667705506,6.08256240100181,20.9910180758548,2.82781418973177,0.224800158409961,3,"C","Centr","#00FF40",4,588.41,3.17635662208324,14132.9819887697,3.49775432770099,0.908113127593786
"101",2.1,"Aragonite","2.1.1.1",NA,NA,NA,NA,1797.09,1766.83,NA,13.86,7.17,6.45,NA,NA,"Aragonite",NA,"",0,30.26,0.0168383330829285,NA,NA,NA,8.6221194161194,470.0394,NA,0.0643775819644055,640.97649,2.80367537349147,12.1578451932619,2.95403980537313,0.342611794479491,0.00930198816555916,3,"A","Arago","#FFBF00",2,588.41,5.14267262623001,14132.9819887697,3.32583314953279,1.54628100539333
"102",2.1,"Anadara","2.1.5.6",NA,NA,NA,NA,420.9,409.57,NA,7.65,7.24,3.05,9.446,9.158,"Mixed",NA,"calcx is x",0,11.33,0.0269185079591352,NA,NA,NA,5.52798191510256,223.63868,9.302,0.050662076882228,168.9273,2.49160437655725,7.49421776546969,2.10400602829915,0.380610150433192,0.119574425244787,1,"A","Anada","#FF0000",1,588.41,1.92552811814891,14132.9819887697,1.58238848799006,1.21684916994985
"103",2.1,"Pecten","2.1.3.1",NA,NA,NA,NA,941.28,905.12,NA,20.07,18.27,1.5,23.919,23.478,"Calcite",0.01,"",0,36.16,0.0384157742648308,NA,NA,NA,8.19330382344959,991.84869,23.6985,0.0364571737247543,649.4573925,1.44933295219979,9.80030541877523,10.7583987255168,1.31307210831433,0.465388066322469,3,"P","Pecte","#8000FF",7,588.41,6.14537482367737,14132.9819887697,7.01797179666783,0.875662513576248
"104",2.1,"Aragonite","2.1.1.4",NA,NA,NA,NA,1202.35,1187.48,NA,10.04,5.82,7.23,NA,NA,"Aragonite",NA,"",0,14.8699999999999,0.0123674470827961,NA,NA,NA,7.50351920177091,346.2012,NA,0.0429519019575897,422.469144,2.84600666599216,10.6335179675512,1.49783973392363,0.199618298247325,-0.00565606572160959,3,"A","Arago","#FFBF00",2,588.41,2.52714943661731,14132.9819887697,2.44959768770029,1.03165897375982
"105",2.1,"Centrostephanus","2.1.6.2",NA,NA,NA,NA,233.72,213.5,NA,56.3,2.91,2.96,NA,NA,"Calcite",0.08,"",0,20.22,0.0865137771692624,NA,NA,NA,7.85653467531768,523.720996319981,NA,0.0386083432630722,126.958482139842,1.84091677894008,6.15978129318518,19.4288448917726,2.47295349600006,0.320945489140508,3,"C","Centr","#00FF40",4,588.41,3.43637939531959,14132.9819887697,3.70566520735779,0.927331316519495
"106",2.1,"Aragonite","2.1.1.6",NA,NA,NA,NA,730.83,718.61,NA,7.07,5.06,7.39,NA,NA,"Aragonite",NA,"",0,12.22,0.0167207148037164,NA,NA,NA,6.4180750270831,250.8298,NA,0.0487182942377661,264.371338,2.76440708561228,9.00752457142484,0.9939749909723,0.154871201532844,0.0231777082642106,3,"A","Arago","#FFBF00",2,588.41,2.07678319539097,14132.9819887697,1.77478327078683,1.17016157948697
"107",2.1,"Calcite","2.1.2.1",NA,NA,NA,NA,815.71,808.07,NA,9.07,6.29,6.17,NA,NA,"Calcite",0.01,"",0,7.63999999999999,0.00936607372718244,NA,NA,NA,7.06069901753064,303.643,NA,0.0251611267178891,352.000351,2.31735564377321,9.34355031955464,1.22356633917688,0.173292521907385,0.145202639700034,3,"C","Calci","#80FF00",3,588.41,1.29841437093183,14132.9819887697,2.14847086228002,0.604343486210427
"108",2.1,"Anadara","2.1.5.2",NA,NA,NA,NA,384.82,373.49,NA,8.12,11.44,1.92,9.656,8.181,"Mixed",NA,"calcx is y, swapped",0,11.33,0.0294423366768879,NA,NA,NA,5.62895479315577,273.09708,8.9185,0.041487078514351,178.354176,2.15761698789716,7.27365243912242,4.00368173561474,0.711265569317204,0.23759117035436,1,"A","Anada","#FF0000",1,588.41,1.92552811814891,14132.9819887697,1.93233869693606,0.99647547358134
"109",2.1,"Calcite","2.1.2.5",NA,NA,NA,NA,421.11,409.93,NA,8.72,5.75,3.59,NA,NA,"Calcite",0.01,"",0,11.18,0.0265488827147301,NA,NA,NA,5.64624335864056,204.1746,NA,0.0547570559707231,180.0026,2.33946620771033,7.49546392375473,1.74458554711981,0.308981642537607,0.137046769564613,3,"C","Calci","#80FF00",3,588.41,1.90003568940025,14132.9819887697,1.44466751717536,1.31520620960263
"110",2.1,"Anadara","2.1.5.1",NA,NA,NA,NA,373.69,361.78,NA,7.7,10.29,1.95,8.722,9.557,"Mixed",NA,"calcx is y, swapped",0,11.91,0.0318713372046349,NA,NA,NA,5.36595348640958,249.053505,9.1395,0.0478210495371267,154.50435,2.41863740406014,7.2028409570645,3.55801550453014,0.663072371674778,0.145357807752599,1,"A","Anada","#FF0000",1,588.41,2.02409884264373,14132.9819887697,1.76221483334446,1.14861071666401
"111",2.1,"Pecten","2.1.3.2",NA,NA,NA,NA,1041.39,1005.52,NA,22.4,20.29,0.97,22.69,25.004,"Calcite",0.01,"",0,35.8700000000001,0.0344443484189402,NA,NA,NA,7.61086350392185,1053.33704,23.847,0.034053677633894,469.3399611,2.21883940493641,10.1361057837941,11.8520454986927,1.55725371931653,0.181542085969603,3,"P","Pecte","#8000FF",7,588.41,6.09608946142997,14132.9819887697,7.45304169238311,0.8179330953777
"112",2.1,"Saccostrea","2.1.4.10",NA,NA,NA,NA,1213.59,1191.07,NA,13.63,12.68,3.22,NA,NA,"Calcite",0,"",0,22.52,0.018556514143986,NA,NA,NA,8.22539937270503,345.6568,NA,0.0651513292954167,556.507448,2.18072553091868,10.6665505629724,4.95486687576499,0.602386176190679,0.195601058311073,3,"S","Sacco","#FF00BF",8,588.41,3.82726330279907,14132.9819887697,2.4457457051503,1.56486559282902
"113",2.1,"Pecten","2.1.3.5",NA,NA,NA,NA,505.1,486.86,NA,20.84,11.1,0.99,23.926,23.737,"Calcite",0.01,"",0,18.24,0.0361116610572164,NA,NA,NA,6.11812899360593,598.22367,23.8315,0.0304902679628173,261.8843535,1.92871392753901,7.96389984236115,9.27445700213136,1.51589759088508,0.288559967709697,3,"P","Pecte","#8000FF",7,588.41,3.09987933583726,14132.9819887697,4.23281987110264,0.732343787412277
"114",2.1,"Aragonite","2.1.1.5",NA,NA,NA,NA,1358.88,1339.4,NA,10.53,7.34,6.79,NA,NA,"Aragonite",NA,"",0,19.48,0.0143353349817497,NA,NA,NA,8.06612104734173,397.255,NA,0.0490365130709494,524.800458,2.58932700855227,11.0762742972341,1.48870701578058,0.184562940110004,0.0850434598755239,3,"A","Arago","#FFBF00",2,588.41,3.31061674682619,14132.9819887697,2.8108363848172,1.17780485719787
"115",2.1,"Aragonite","2.1.1.3",NA,NA,NA,NA,979.3,968.13,NA,8.38,7.07,6.19,NA,NA,"Aragonite",NA,"",0,11.17,0.0114061064025324,NA,NA,NA,7.15788462367485,309.7642,NA,0.0360596866907149,366.736454,2.67030994415406,9.93051834812719,0.759294874558285,0.1060781102907,0.0564275815710017,3,"A","Arago","#FFBF00",2,588.41,1.89833619415034,14132.9819887697,2.1917823163303,0.866115298041423
"116",2.1,"Calcite","2.1.2.2",NA,NA,NA,NA,285,281.13,NA,9.98,7.34,1.57,NA,NA,"Calcite",0.01,"",0,3.87,0.0135789473684211,NA,NA,NA,4.86305018324998,200.8912,NA,0.0192641589079064,115.007524,2.47809873726175,6.58084436524139,3.62898327225001,0.74623603201741,0.0859097243593705,3,"C","Calci","#80FF00",3,588.41,0.65770466171547,14132.9819887697,1.42143533586636,0.462704595221423
"117",2.1,"Pecten","2.1.3.3",NA,NA,NA,NA,1115.93,1072.27,NA,21.48,19.93,1.1,25.066,24.117,"Calcite",0.01,"",0,43.6600000000001,0.0391243178335559,NA,NA,NA,7.77997294924323,1078.16449,24.5915,0.0404947486259727,539.1194545,2.06991231847672,10.3723935001597,11.8805090169189,1.52706302379555,0.236476459433153,3,"P","Pecte","#8000FF",7,588.41,7.41999626111047,14132.9819887697,7.62871197923219,0.972640765742642
